Unnamed: 0,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
25783,Churrascaria Brazil,No,No,4.1,114,Kammanahalli,Casual Dining,European,1400.0
21045,Vasudev Adiga's,No,No,3.8,266,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0
40537,Nandighosha,Yes,No,3.6,543,Marathahalli,Quick Bites,"Bengali, Seafood, Oriya, North Indian, Biryani",400.0
23474,Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,North Indian,300.0
6221,Retro Lounge Bar,No,Yes,3.8,108,Ulsoor,Bar,"North Indian, Chinese",1400.0
13386,Frozen Bottle,Yes,No,4.1,209,Electronic City,"Beverage Shop, Dessert Parlor","Beverages, Desserts",400.0
49025,Bombay Kulfis,No,No,3.7,48,Sarjapur Road,Dessert Parlor,Ice Cream,200.0
28129,The Bier Library,Yes,Yes,4.3,559,Koramangala 6th Block,"Microbrewery, Casual Dining","Continental, North Indian, Pizza, BBQ",2000.0
7037,YumYumDilli,Yes,No,3.3,34,Whitefield,Delivery,North Indian,500.0
15474,Watson's,No,Yes,4.2,1428,Ulsoor,Pub,"Finger Food, North Indian",1300.0
10570,Kafe Nook,Yes,No,3.6,35,BTM,Quick Bites,Fast Food,300.0
15511,Chung's Chinese Corner,Yes,No,3.3,200,Cunningham Road,Casual Dining,Chinese,700.0
44507,Cup Chronicles Cafe,Yes,Yes,3.9,58,Indiranagar,Quick Bites,"Continental, Desserts, Beverages",450.0
46646,Sri Venkateshwar Bhavan,No,No,3.5,7,Malleshwaram,Quick Bites,"South Indian, Chinese, Seafood",200.0
6358,Shilpa Veg,No,No,3.6,37,Shivajinagar,Quick Bites,"South Indian, Street Food, Beverages, Desserts",250.0
47549,Dolci Desserts,Yes,No,4.3,658,Cunningham Road,"Cafe, Dessert Parlor","Cafe, Desserts",750.0
6691,Z-Bar,No,No,3.7,0,Infantry Road,"Casual Dining, Bar","Finger Food, North Indian",1500.0
10785,Barbeque Nation,No,Yes,4.7,3852,JP Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
15881,La Pino'z Pizza,Yes,No,4.1,498,Koramangala 4th Block,Quick Bites,"Italian, Pizza, Beverages",600.0
31898,Cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800.0
33798,Helloo Delhi,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,North Indian,1000.0
41932,Richie Rich,Yes,No,4.0,629,Race Course Road,"Dessert Parlor, Quick Bites","Desserts, Beverages, Fast Food, Ice Cream",450.0
28350,Raj Darbar,Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800.0
42256,Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800.0
1577,Oye Bubly,No,No,3.7,0,Bannerghatta Road,Quick Bites,Fast Food,200.0
23122,Mavalli Tiffin Room (MTR),No,No,4.1,873,JP Nagar,Quick Bites,South Indian,300.0
15859,Shaadi Ki Biryani,Yes,No,2.9,18,HSR,"Takeaway, Delivery","Biryani, Charcoal Chicken",600.0
32335,1000 B.C,Yes,No,3.2,49,Koramangala 5th Block,Quick Bites,"Arabian, Sandwich, Rolls, Burger",300.0
9947,Wellness Cafe,No,No,3.7,0,Bannerghatta Road,Cafe,"Cafe, Healthy Food",400.0
36561,Oregano Pizzeria,Yes,No,3.7,52,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",450.0
20039,Daawat Restaurant Bar & Pub,Yes,No,3.5,9,Koramangala 7th Block,"Bar, Casual Dining","Finger Food, North Indian, Seafood, Mangalorean, Chinese",700.0
20711,Mishra's Pedha Big Foods,No,No,3.9,56,Jayanagar,Dessert Parlor,"Desserts, Mithai",200.0
21493,Loca Moca - The Indian Grub,No,No,3.4,4,Bannerghatta Road,"Food Court, Casual Dining","North Indian, Biryani",600.0
17551,Potful,Yes,No,4.1,1122,Domlur,Delivery,"Biryani, Kebab, Rolls, Mughlai",650.0
32728,Pipabu,Yes,No,3.8,75,Koramangala 4th Block,Casual Dining,"Continental, Italian, Chinese",750.0
48099,Lakshmi Natraja Refreshments,No,No,4.3,205,Majestic,Quick Bites,South Indian,150.0
48451,Suryawanshi,Yes,Yes,4.4,139,Sarjapur Road,Casual Dining,"Maharashtrian, Seafood",700.0
35685,Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",850.0
5586,Bhandary's Kitchen,Yes,No,3.6,16,Koramangala 7th Block,Delivery,North Indian,300.0
14605,Shalimar,Yes,No,4.0,154,Indiranagar,Casual Dining,"North Indian, Chinese, Seafood",700.0
39094,Frozenheit?,Yes,No,4.0,154,Rajajinagar,Dessert Parlor,Ice Cream,500.0
31670,Marunadan Kada,No,No,3.3,6,BTM,Quick Bites,"Kerala, Tea",250.0
1515,Favourite Restaurant,Yes,No,3.7,0,JP Nagar,"Takeaway, Delivery",Fast Food,300.0
35139,Chai Makhani,Yes,No,3.5,11,Koramangala 5th Block,Beverage Shop,"Beverages, Tea",100.0
3432,Ranganna Military Hotel,No,No,4.2,760,Jayanagar,Quick Bites,"South Indian, Biryani",350.0
20863,Shivaay's Cafe,No,No,3.7,0,Wilson Garden,"Cafe, Dessert Parlor","Cafe, Desserts, Fast Food",400.0
4239,Al Zaiqa Hotel,Yes,No,3.5,14,Marathahalli,Quick Bites,"Chinese, South Indian, Fast Food",200.0
19773,Shaap,Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,"Kerala, Seafood",500.0
34158,Kairali,Yes,No,3.9,172,BTM,Quick Bites,"South Indian, Seafood, Biryani",300.0
893,D2V Cafe,No,No,3.6,13,Bannerghatta Road,Cafe,Cafe,700.0
39867,Grill Biryanis,Yes,No,3.1,8,Malleshwaram,Quick Bites,"Biryani, North Indian",500.0
26426,Kannur Food Point,Yes,No,3.7,216,BTM,Quick Bites,"Kerala, Chinese",200.0
5074,Tea and Wine Lounge,No,No,3.5,10,Race Course Road,Cafe,"Cafe, Tea, Desserts",800.0
24900,Indira Canteen,No,No,3.7,0,Banaswadi,Quick Bites,South Indian,300.0
25791,Have More,No,Yes,3.9,203,Kammanahalli,Casual Dining,North Indian,700.0
15187,Funjabi,Yes,No,3.5,140,Church Street,Casual Dining,North Indian,600.0
2933,Mainland China,Yes,Yes,4.3,881,Jayanagar,Casual Dining,"Chinese, Momos",1700.0
32330,Falooda Cafe,Yes,No,3.7,0,BTM,Quick Bites,"Beverages, Desserts",200.0
29265,Daba Delights,Yes,No,3.3,9,Koramangala 4th Block,Delivery,"North Indian, Mughlai",400.0
44130,Bihar Bhojanalaya,No,No,3.1,14,New BEL Road,Quick Bites,"North Indian, Bihari",200.0
43705,Biriyani Paradise,Yes,No,3.3,210,Yeshwantpur,Quick Bites,"Kerala, Biryani, North Indian, Chettinad",450.0
11970,Malabar Kitchen,Yes,No,3.2,5,Commercial Street,Quick Bites,"Kerala, North Indian, Chinese",300.0
50122,Mordern Tiffin,No,No,3.7,0,Whitefield,Delivery,"Bengali, Chinese, North Indian",300.0
28022,Popular Bakery,No,No,3.7,36,HSR,"Dessert Parlor, Bakery","Desserts, Bakery",600.0
1129,Calorie Express,Yes,No,3.6,192,BTM,Delivery,Healthy Food,450.0
731,Sri Lakshmi Kabab Center,No,No,3.3,4,Banashankari,Quick Bites,Kebab,200.0
11110,Sree Banashankari Donne Biriyani,Yes,No,3.7,0,Rajajinagar,Quick Bites,"North Indian, Kebab",250.0
30329,Hotel Orchid,No,No,3.7,0,BTM,Casual Dining,"North Indian, South Indian, Chinese, Kerala",500.0
3084,Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,"Mithai, Street Food",200.0
7297,Yumlane,Yes,No,3.4,23,Brookefield,"Takeaway, Delivery","Pizza, Fast Food",200.0
37356,La Boulangerie - Le Meridien,No,No,3.7,18,Sankey Road,Fine Dining,"Continental, Chinese, North Indian",2000.0
31926,Bakers Town,Yes,No,3.6,42,BTM,Cafe,"Cafe, Continental, Fast Food",600.0
2795,Healthy Bakes 'n' Brew,Yes,No,3.7,0,Jayanagar,Bakery,Bakery,150.0
25363,The Mangalorean,Yes,Yes,4.1,229,Kammanahalli,Casual Dining,"Konkan, Mangalorean, Seafood",550.0
7601,Tasty Homely Food,Yes,No,3.7,0,"ITPL Main Road, Whitefield","Takeaway, Delivery","North Indian, Chinese, Fast Food, Street Food, Mithai",350.0
798,Upahara Darshini,No,No,4.2,254,Basavanagudi,Quick Bites,South Indian,150.0
22616,Dabba Karkhana,Yes,No,3.5,17,BTM,"Takeaway, Delivery",North Indian,300.0
17118,Udupi Bhavan,Yes,No,3.8,171,HSR,Quick Bites,"Chinese, North Indian, South Indian",400.0
44721,Kanteen 038,Yes,No,3.9,54,Indiranagar,Quick Bites,"Tea, Beverages, Fast Food",200.0
178,Mitraa Da Pizza,Yes,No,3.8,115,Kumaraswamy Layout,Quick Bites,"Fast Food, Pizza",250.0
44237,Kolkata Famous Kati Rolls,Yes,No,3.8,79,Hebbal,Quick Bites,"Fast Food, Rolls",200.0
17558,Tiffun,Yes,No,3.9,83,CV Raman Nagar,Quick Bites,North Indian,300.0
13798,Nawabi Kitchen,No,No,3.7,0,Electronic City,Casual Dining,"North Indian, Chinese",600.0
42598,Bhandary's Kitchen,No,No,3.6,16,Koramangala 7th Block,Delivery,North Indian,300.0
17174,Hot Zone,No,No,3.7,0,HSR,Quick Bites,"Fast Food, South Indian",200.0
32567,On The Nose,Yes,No,3.8,616,BTM,Cafe,"Cafe, Italian, Mexican, Chinese",600.0
27777,North Indian Rasoi,No,No,3.7,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Rajasthani",500.0
32966,Desi Vdesi,Yes,No,3.8,50,BTM,Quick Bites,"Fast Food, North Indian, Rolls",250.0
24648,Aqni,Yes,No,3.9,358,HBR Layout,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",650.0
29769,Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600.0
16932,Grigliato,Yes,No,3.9,716,HSR,Casual Dining,"Italian, Chinese, Continental, Steak",1000.0
12940,Armani Kabab Centre,No,No,3.7,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300.0
23849,Slurpy Shakes,Yes,No,3.7,0,Kalyan Nagar,Beverage Shop,Beverages,300.0
11772,Gelato Italiano,Yes,No,2.9,17,Ulsoor,Dessert Parlor,"Ice Cream, Bakery, Desserts",200.0
43492,Copacabana Pub,Yes,No,3.7,0,Ulsoor,"Pub, Casual Dining","Mexican, Italian, Fast Food, North Indian",1500.0
38498,Mughals Restaurant,No,No,3.1,17,Shivajinagar,Casual Dining,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0
4616,Palki's,No,No,3.0,155,Bellandur,Casual Dining,"North Indian, Biryani",800.0
15103,Cafe Kaara,No,No,4.2,164,Ulsoor,Cafe,"Cafe, Salad, Desserts, Pizza",750.0
7533,Canopus Multicuisine Restaurant,Yes,No,3.7,0,Marathahalli,Casual Dining,"North Indian, Seafood, Biryani, Chinese",800.0
66,Namma Brahmin's Idli,Yes,No,3.6,34,Jayanagar,Quick Bites,South Indian,100.0
50384,Blue Tokai Coffee Roasters,Yes,No,4.0,25,Whitefield,Cafe,Cafe,750.0
37480,KKR FOODIES,Yes,Yes,3.2,60,St. Marks Road,Quick Bites,"Fast Food, North Indian",400.0
21598,The Pavillion,No,No,2.7,43,JP Nagar,Casual Dining,"North Indian, Continental, South Indian, Chinese",1000.0
44220,Cheta's Kitchen,Yes,No,3.9,78,Yelahanka,Quick Bites,"Kerala, South Indian, Seafood",350.0
15689,Blk Plus Wht,No,No,4.3,112,HSR,"Casual Dining, Cafe","Asian, Thai, North Indian",800.0
48441,Domino's Pizza,Yes,No,3.4,6,Sarjapur Road,Quick Bites,"Pizza, Fast Food",400.0
5033,The Chocolate Heaven,No,No,3.7,0,Commercial Street,"Dessert Parlor, Cafe","Desserts, Cafe",600.0
39683,Chocolate Philosophy,No,No,3.7,0,Sadashiv Nagar,Dessert Parlor,Desserts,500.0
35340,Caramel Shake,Yes,No,3.7,0,BTM,Beverage Shop,"Beverages, Juices, Ice Cream",200.0
49260,Sana's Restaurant,Yes,No,3.3,19,Sarjapur Road,Quick Bites,"Biryani, Chettinad, South Indian, Chinese",600.0
20225,Biryani Foodies,Yes,No,3.1,7,Koramangala 5th Block,Quick Bites,"Biryani, Mughlai",500.0
17006,Wangs Kitchen,Yes,No,2.4,438,HSR,Casual Dining,Chinese,1000.0
9873,Green Mango Restaurant,Yes,No,3.7,0,BTM,Quick Bites,"Kerala, South Indian",300.0
38990,ThrowBack - Pub & Dine,No,No,3.9,234,Langford Town,"Bar, Casual Dining","Italian, North Indian, Continental",1000.0
787,Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800.0
3332,Udupi Sri Krishna Bhavan,No,No,4.1,238,Basavanagudi,Quick Bites,South Indian,600.0
30966,Harry's Bar + Cafe,Yes,Yes,4.2,1367,Koramangala 7th Block,"Casual Dining, Bar","Asian, American, Mexican",1400.0
50689,Len Restaurant,No,No,3.7,0,Whitefield,Casual Dining,"North Indian, Chinese",550.0
6008,Hyderabad Biryaani House,No,No,4.3,1348,Richmond Road,Casual Dining,"Biryani, North Indian, Chinese",550.0
24162,Samosa Singh,No,No,3.7,0,Kalyan Nagar,Quick Bites,"North Indian, Mithai",250.0
8334,eat.fit,Yes,No,4.5,1181,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0
49733,Hyderabad Biryani,Yes,No,3.2,145,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",600.0
6297,Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0
43628,Lazeez Biryani,Yes,No,4.0,50,New BEL Road,Quick Bites,"North Indian, Chinese, Mughlai, Hyderabadi",400.0
32264,Smoke-A-Pot,No,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery","Biryani, Kebab, Rolls",600.0
1191,Ambara Gardenia,Yes,Yes,3.8,257,Bannerghatta Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",800.0
515,Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350.0
30734,Mycakeshop,Yes,No,3.7,0,BTM,Bakery,"Bakery, Desserts",300.0
30024,Shake Tat Bottle,Yes,No,3.2,6,BTM,Beverage Shop,Beverages,200.0
37244,The Fixx,No,Yes,4.3,226,Koramangala 4th Block,"Casual Dining, Bar","Continental, South Indian, Italian, North Indian, Chinese",1200.0
27223,Petoo,Yes,No,3.8,178,Koramangala 1st Block,Casual Dining,"North Indian, Fast Food, Street Food",800.0
21435,Sri Vishnupriya,No,No,3.0,67,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0
23283,Dadi's Dum Biryani,Yes,Yes,4.0,743,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Mughlai",800.0
43000,Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,135,St. Marks Road,Casual Dining,"Italian, Fast Food",800.0
1001,Indian Food,Yes,No,2.9,345,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese, Momos",450.0
14622,Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.2,382,Ulsoor,Cafe,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500.0
18982,Tiger Trail - Royal Orchid Hotel,No,Yes,4.1,303,Old Airport Road,Fine Dining,North Indian,2000.0
17898,Ideal Kitchen,Yes,No,3.5,26,Indiranagar,Quick Bites,"North Indian, Chinese, South Indian, Seafood",250.0
6191,Mint Masala,No,No,2.8,253,Infantry Road,Casual Dining,"North Indian, Chinese",1000.0
14175,Faasos,Yes,No,4.0,506,Electronic City,Quick Bites,"North Indian, Biryani, Fast Food",500.0
40005,Halli Mane Donne Biriyani,Yes,No,4.1,87,Rajajinagar,Quick Bites,"Biryani, Seafood",400.0
5753,Sri Rama,Yes,No,3.2,4,Shivajinagar,Quick Bites,South Indian,200.0
34836,Food And You,Yes,No,3.9,35,BTM,Quick Bites,"North Indian, South Indian, Gujarati",350.0
40581,Nagas,Yes,No,2.9,10,"Varthur Main Road, Whitefield","Takeaway, Delivery","Andhra, Hyderabadi, North Indian",300.0
41004,Punjabi Dawat,Yes,No,2.9,253,Bellandur,Quick Bites,"North Indian, Chinese",400.0
16252,UBCR Cafe & Resto,No,No,3.6,17,HSR,Cafe,"Cafe, Burger, Continental, Chinese",500.0
24920,Biriyummy,No,No,3.3,6,Banaswadi,Quick Bites,"Biryani, Kebab",250.0
15905,Anjappar,No,No,2.9,304,HSR,Casual Dining,"Chettinad, South Indian",650.0
1462,Malabar Cafe,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400.0
24299,Christy's Chicken Biryani,No,No,3.7,0,Banaswadi,Quick Bites,Biryani,200.0
18255,Simhapuri Mess,No,No,3.8,39,Old Airport Road,Mess,North Indian,300.0
37344,Woody's,No,No,2.3,116,Richmond Road,Casual Dining,"Chinese, South Indian, North Indian",650.0
42624,Fabelle Chocolate Boutique - ITC Gardenia,No,No,4.5,236,Richmond Road,Dessert Parlor,"Desserts, Ice Cream, Beverages",1250.0
27464,Banashree Caterers,No,No,3.7,0,Koramangala 8th Block,"Takeaway, Delivery",South Indian,250.0
46309,Chikpet Donne Biriyani House,Yes,No,3.7,297,Rajajinagar,Quick Bites,"Biryani, Kebab",400.0
7349,Celebrations 365,Yes,No,3.3,4,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350.0
4818,Natural Ice Cream,No,No,4.3,384,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",150.0
220,Central Jail Restaurant,Yes,No,3.8,412,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0
26337,Gudguda Prime Cafe,No,Yes,4.2,815,Koramangala 6th Block,Cafe,"Cafe, Continental, Chinese, Italian",800.0
45432,Nandhini Paradise,No,Yes,3.7,289,Indiranagar,Casual Dining,North Indian,600.0
12632,Kamat Hotel,No,No,3.6,60,Shivajinagar,Casual Dining,"North Indian, South Indian, Chinese",450.0
19937,The Ganache Factory,No,No,4.2,128,Jayanagar,Delivery,"Desserts, Bakery",400.0
27773,Bombay Kulfi,No,No,3.7,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150.0
4603,Masala Kitchen,No,No,3.7,0,Bellandur,Casual Dining,North Indian,700.0
37016,Benzys,No,No,3.2,6,BTM,Casual Dining,"Arabian, Chinese, Hyderabadi, Kerala",700.0
22499,The Maori - Aurick Boutique Hotel,No,No,3.5,44,JP Nagar,Casual Dining,"Chinese, North Indian",1000.0
39255,Oyalo,Yes,No,3.2,8,Malleshwaram,Quick Bites,Pizza,300.0
7036,Nagas,Yes,No,3.5,94,Whitefield,Food Court,"Andhra, South Indian, Hyderabadi",500.0
42224,Anupam's Coast II Coast,Yes,Yes,4.2,859,Church Street,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese",1400.0
5650,Ultra Biriyani Paradise,No,No,3.3,9,Shanti Nagar,Quick Bites,Biryani,300.0
28311,Punjabi Chulha,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,North Indian,500.0
17632,The Fatty Bao - Asian Gastro Bar,Yes,No,4.6,3760,Indiranagar,"Casual Dining, Bar","Asian, Thai, Vietnamese, Malaysian, Beverages",1200.0
49319,Samaroh,No,No,4.0,248,Bellandur,Casual Dining,North Indian,1200.0
50121,Floweraura,No,No,3.7,0,Whitefield,"Takeaway, Delivery",Bakery,600.0
29863,Pipabu,Yes,No,3.8,75,Koramangala 4th Block,Casual Dining,"Continental, Italian, Chinese",750.0
2881,Tiwari's,Yes,No,3.8,70,Jayanagar,Quick Bites,"North Indian, Street Food",200.0
18061,Frootality,No,No,4.0,213,Indiranagar,"Beverage Shop, Quick Bites","Healthy Food, Beverages",400.0
42058,Chung's Chinese Corner,Yes,No,2.7,290,Indiranagar,Casual Dining,"Chinese, Asian, American, Seafood",600.0
22444,Mane Biryani,No,No,3.7,0,JP Nagar,"Takeaway, Delivery",Biryani,250.0
901,Cafe Zuppa,Yes,No,3.7,0,JP Nagar,Cafe,"Cafe, Pizza, Fast Food",450.0
18981,Zen - The Leela Palace,No,Yes,4.1,245,Old Airport Road,Fine Dining,"Thai, Japanese, Chinese",3500.0
39932,Jay Bhavani Vadapav,Yes,No,3.5,25,Seshadripuram,Quick Bites,"Maharashtrian, Street Food",150.0
44362,Sree Spicy Hub,Yes,No,3.9,234,Jeevan Bhima Nagar,Casual Dining,"Andhra, Biryani, South Indian",600.0
34949,Falooda Cafe,Yes,No,3.6,11,BTM,Quick Bites,"Beverages, Desserts",200.0
8488,Nammura Donne Biriyani,Yes,No,3.6,68,BTM,Quick Bites,"Andhra, Biryani",300.0
42481,BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,"North Indian, South Indian, Italian, Continental",1100.0
30232,TangyLicious,Yes,No,2.6,16,BTM,"Takeaway, Delivery",Fast Food,400.0
23464,Rajvardhan Foods,Yes,No,3.9,315,Jayanagar,Quick Bites,"Street Food, Maharashtrian",300.0
8219,Hunan,No,Yes,4.3,2241,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos",1100.0
44432,Night Food Joint,Yes,No,2.8,295,Marathahalli,Delivery,"North Indian, Chinese",500.0
1627,Stajasia Ahara,No,No,3.7,0,Bannerghatta Road,"Takeaway, Delivery",Mexican,100.0
6772,Empire Restaurant,Yes,No,3.5,156,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0
12021,Kumbakonam Degree Coffee,Yes,No,3.8,66,Indiranagar,Quick Bites,"South Indian, Fast Food",200.0
14678,Pasta Street,Yes,Yes,4.5,1623,Cunningham Road,Casual Dining,"Italian, Pizza, Salad",1300.0
11440,The Underground Gastropub,No,No,3.0,37,Koramangala 5th Block,Pub,Finger Food,1000.0
45823,Scoops N Smiles,Yes,No,3.3,7,Rajajinagar,"Dessert Parlor, Quick Bites","Desserts, Sandwich, Pizza, Burger",200.0
48296,Fusion Lounge,No,No,2.0,402,Brigade Road,Lounge,Finger Food,1500.0
28967,B-hive,No,Yes,4.3,1551,Koramangala 1st Block,Pub,"Finger Food, North Indian",1200.0
40025,Cold Station,Yes,No,3.8,18,Rajajinagar,Quick Bites,"Fast Food, Desserts",250.0
2580,Meghana Foods,Yes,No,4.4,4401,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",600.0
40734,Kabab Magic,Yes,No,3.0,459,Marathahalli,Casual Dining,"North Indian, Kebab, Fast Food",500.0
50316,4700BC Popcorn,No,No,4.1,55,Whitefield,"Takeaway, Delivery",Fast Food,500.0
34924,Chai Street,Yes,No,3.3,5,Koramangala 5th Block,Beverage Shop,Beverages,150.0
4340,Santo's,Yes,No,3.7,0,Marathahalli,Food Court,North Indian,500.0
47165,BLOW,Yes,Yes,4.3,972,Church Street,Cafe,"Cafe, Continental, American, Burger",750.0
42330,Chaat Chatore,No,No,3.7,0,MG Road,Quick Bites,"Fast Food, Street Food",150.0
35461,Jalaram Sweets,Yes,No,3.8,32,Jayanagar,Sweet Shop,"Desserts, Mithai",250.0
18771,Ambur Dum Biriyani,No,No,3.1,10,Indiranagar,Quick Bites,Biryani,200.0
1073,Chef Delicacies,Yes,No,3.1,7,JP Nagar,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400.0
21638,Cafe Conico,No,No,3.7,0,Bannerghatta Road,Cafe,"Cafe, Beverages",600.0
17065,Khai Khai,Yes,No,3.9,50,HSR,Quick Bites,Bengali,450.0
37298,The Spice Bazaar,No,Yes,4.2,337,Lavelle Road,"Casual Dining, Bar","North Indian, Mughlai",1000.0
29351,Rolla Rappa,Yes,No,3.6,176,HSR,Delivery,"Biryani, Fast Food, Rolls, Momos",400.0
32626,Wow Vada Pav,Yes,No,3.6,27,Indiranagar,Quick Bites,"Street Food, American",250.0
3159,Corner House Ice Cream,No,No,4.3,372,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",400.0
38353,The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.3,430,Residency Road,"Fine Dining, Bar",Chinese,3500.0
35755,Vijaya Sagar,No,No,3.6,15,Wilson Garden,Quick Bites,"South Indian, North Indian, Chinese",300.0
21292,The Cravery,Yes,No,2.6,18,JP Nagar,Cafe,Cafe,500.0
34650,Magix's Parattha Roll,Yes,No,3.8,186,BTM,Quick Bites,"Fast Food, North Indian, Chinese, Mughlai, Rolls",400.0
21398,Sea Horse,No,No,3.4,9,JP Nagar,Casual Dining,"Seafood, Chinese, South Indian, North Indian",500.0
31334,Cauvery Fast Food,No,No,3.2,4,Ejipura,Quick Bites,Chinese,150.0
18324,Jumping Beans,Yes,No,4.0,220,Old Madras Road,Cafe,"Cafe, North Indian, Chinese, Biryani, Beverages",850.0
19680,Cream Chemistry,Yes,No,4.0,229,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",500.0
5974,Chilli Chicken,Yes,No,3.1,7,Brigade Road,Quick Bites,Fast Food,500.0
3729,Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,2182,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400.0
490,Kettle & Kegs,Yes,No,3.2,6,Banashankari,Delivery,"Tea, Beverages",200.0
22092,Hot Burg,Yes,No,3.5,51,Bannerghatta Road,Quick Bites,"Fast Food, Juices",200.0
33949,Jenisha Green View Restaurant,Yes,No,3.7,0,Ejipura,Quick Bites,"North Indian, Fast Food",500.0
1375,Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani, Mexican",700.0
37782,Bon Sante,No,No,3.6,104,Brigade Road,Cafe,"Cafe, Continental, Italian",800.0
31658,Sri Srinivas Park Hotel,Yes,No,3.7,0,BTM,Quick Bites,"South Indian, Fast Food",300.0
17010,Dakshin Flavors,Yes,No,3.1,206,HSR,Casual Dining,"South Indian, North Indian",600.0
4758,Yummy Punjabi,Yes,No,2.9,93,Bellandur,Quick Bites,"North Indian, Chinese",400.0
30341,Bruncherz,No,No,3.5,15,BTM,Quick Bites,"North Indian, Chinese",200.0
10304,Antilla Aromas,Yes,No,3.7,22,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300.0
6040,Tandoor,Yes,Yes,3.9,1361,MG Road,Fine Dining,North Indian,2100.0
28756,Mandya Gowdru Donne Biriyani,Yes,No,3.8,283,HSR,Quick Bites,"Biryani, South Indian",350.0
2841,Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,South Indian,400.0
36948,SS Hot Dhum Briyani Point,No,No,3.7,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",200.0
36854,Sagar Fast Food,Yes,No,3.7,67,BTM,Quick Bites,"South Indian, Chinese, North Indian",300.0
48764,Up Shawarma,Yes,No,3.4,14,Bellandur,Quick Bites,Arabian,150.0
2887,Ice Stone Creamery,Yes,No,3.7,42,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",400.0
8876,Andhra Bhojanam,Yes,No,3.2,23,BTM,"Takeaway, Delivery","Andhra, Biryani, North Indian",600.0
20923,Punjabi Raswada,Yes,Yes,3.6,432,Jayanagar,Casual Dining,North Indian,800.0
